ep01,ep04,pi02,pv01,lm01,lm02,hs01,hs04,hs06,hs07,sex,age,iscd975,work,inc,miscd975,fiscd975,gkpol,hhinc,mstat,gd02,fe13,fe14,fe15,fe16,fe17,mc04,im18,xt10
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,NICHT WAHLBERECHTIGT,AN EINEM TAG,150.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,OFT,FRAU,51.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",1063,LOWER SECONDARY,LOWER SECONDARY,500.000 UND MEHR E.,2375,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,ZWEITE STELLE,AM WICHTIGSTEN,VIERTE STELLE,DRITTE STELLE,,STIMME VOLL ZU,165.0
,,SOZ.LEIST.AUSWEITEN,DIE LINKE,NIE,,GUT,OFT,FAST NIE,FAST NIE,MANN,25.0,LOWER SECONDARY,NICHT ERWERBSTAETIG,446,LOWER SECONDARY,LOWER SECONDARY,50.000 - 99.999 EINW,446,LEDIG,15,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,JA,STIMME EHER ZU,35.0
,,SOZ.LEIST.AUSWEITEN,,AN 6 TAGEN,300.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,MANCHMAL,FRAU,72.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,900,UPPER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,4500,VERHEIRAT.ZUSAM.LEB.,4,DRITTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,JA,STIMME EHER ZU,60.0
,,SOZ.LEIST.AUSWEITEN,WUERDE NICHT WAEHLEN,AN ALLEN 7 TAGEN,270.0,WENIGER GUT,OFT,FAST NIE,MANCHMAL,MANN,57.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",1625,,,5.000  - 19.999 EINW,1625,GESCHIEDEN,21,ZWEITE STELLE,DRITTE STELLE,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,NEIN,STIMME EHER NICHT ZU,2906.0
GUT,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,,AN 3 TAGEN,120.0,ZUFRIEDENSTELLEND,MANCHMAL,FAST NIE,FAST NIE,FRAU,61.0,LOWER SECONDARY,"VOLLZEIT, GANZTAGS",1063,UPPER SECONDARY,TERTIARY EDUCATION,20.000 - 49.999 EINW,2125,VERHEIRAT.ZUSAM.LEB.,,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,VIERTE STELLE,DRITTE STELLE,,STIMME GAR NICHT ZU,
,,,FDP,AN 6 TAGEN,270.0,GUT,MANCHMAL,MANCHMAL,FAST NIE,FRAU,25.0,TERTIARY EDUCATION,NEBENHER BERUFSTAE.,KEIN EINKOMMEN,UPPER SECONDARY,TERTIARY EDUCATION,2.000  -  4.999 EINW,1313,LEDIG,4,DRITTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,NEIN,STIMME EHER ZU,30.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.KUERZEN,FDP,AN ALLEN 7 TAGEN,240.0,GUT,,,,MANN,50.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",3250,LOWER SECONDARY,LOWER SECONDARY,5.000  - 19.999 EINW,3250,VERH.GETRENNT LEBEND,14,,,,,,JA,STIMME EHER NICHT ZU,45.0
,,SOZ.LEIST.WIE BISHER,DIE LINKE,AN ALLEN 7 TAGEN,150.0,GUT,OFT,MANCHMAL,MANCHMAL,FRAU,36.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",1438,TERTIARY EDUCATION,TERTIARY EDUCATION,100.000 - 499.999 E.,3750,VERHEIRAT.ZUSAM.LEB.,8,FUENFTE STELLE,VIERTE STELLE,ZWEITE STELLE,DRITTE STELLE,AM WICHTIGSTEN,JA,STIMME VOLL ZU,90.0
,,SOZ.LEIST.WIE BISHER,,AN ALLEN 7 TAGEN,300.0,SEHR GUT,MANCHMAL,OFT,OFT,FRAU,21.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,KEIN EINKOMMEN,UPPER SECONDARY,UPPER SECONDARY,2.000  -  4.999 EINW,,LEDIG,21,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,VIERTE STELLE,DRITTE STELLE,NEIN,STIMME VOLL ZU,120.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.KUERZEN,AFD,AN ALLEN 7 TAGEN,120.0,WENIGER GUT,OFT,OFT,MANCHMAL,MANN,30.0,POST SECONDARY,"VOLLZEIT, GANZTAGS",2125,POST SECONDARY,,20.000 - 49.999 EINW,3250,LEDIG,,DRITTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,45.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,,AN ALLEN 7 TAGEN,180.0,ZUFRIEDENSTELLEND,,,,FRAU,64.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,2375,UPPER SECONDARY,UPPER SECONDARY,100.000 - 499.999 E.,3250,VERHEIRAT.ZUSAM.LEB.,64,,,,,,JA,STIMME EHER ZU,51.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.KUERZEN,,AN ALLEN 7 TAGEN,60.0,GUT,OFT,FAST NIE,FAST NIE,FRAU,44.0,POST SECONDARY,"TEILZEIT, HALBTAGS",1534,TERTIARY EDUCATION,TERTIARY EDUCATION,100.000 - 499.999 E.,,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,,27.0
,,,CDU-CSU,AN ALLEN 7 TAGEN,300.0,GUT,NIE,IMMER,OFT,MANN,45.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",2000,UPPER SECONDARY,UPPER SECONDARY,100.000 - 499.999 E.,2000,LEDIG,10,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,FUENFTE STELLE,DRITTE STELLE,JA,STIMME EHER ZU,26.0
,,SOZ.LEIST.KUERZEN,,AN 5 TAGEN,180.0,WENIGER GUT,OFT,MANCHMAL,MANCHMAL,MANN,55.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",4250,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,5500,VERHEIRAT.ZUSAM.LEB.,55,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,JA,STIMME GAR NICHT ZU,30.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.KUERZEN,AFD,AN ALLEN 7 TAGEN,210.0,GUT,,,,FRAU,76.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1063,,TERTIARY EDUCATION,50.000 - 99.999 EINW,,VERHEIRAT.ZUSAM.LEB.,76,,,,,,,STIMME EHER ZU,450.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,260.0,GUT,,,,FRAU,79.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,2375,TERTIARY EDUCATION,TERTIARY EDUCATION,2.000  -  4.999 EINW,4750,VERHEIRAT.ZUSAM.LEB.,50,,,,,,NEIN,STIMME VOLL ZU,62.0
,,SOZ.LEIST.WIE BISHER,WUERDE NICHT WAEHLEN,AN ALLEN 7 TAGEN,225.0,ZUFRIEDENSTELLEND,MANCHMAL,MANCHMAL,OFT,MANN,80.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,2125,LOWER SECONDARY,LOWER SECONDARY,500.000 UND MEHR E.,2125,VERHEIRAT.ZUSAM.LEB.,80,,AM WICHTIGSTEN,,,,JA,STIMME VOLL ZU,45.0
,,SOZ.LEIST.WIE BISHER,,AN ALLEN 7 TAGEN,150.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,OFT,MANN,61.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",,LOWER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,,VERHEIRAT.ZUSAM.LEB.,45,ZWEITE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,VIERTE STELLE,JA,STIMME EHER NICHT ZU,60.0
TEILS TEILS,ETWAS BESSER,SOZ.LEIST.WIE BISHER,,AN ALLEN 7 TAGEN,60.0,GUT,OFT,MANCHMAL,FAST NIE,FRAU,41.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",1438,TERTIARY EDUCATION,TERTIARY EDUCATION,500.000 UND MEHR E.,5500,VERHEIRAT.ZUSAM.LEB.,,DRITTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,150.0
,,SOZ.LEIST.WIE BISHER,,AN ALLEN 7 TAGEN,150.0,GUT,OFT,FAST NIE,OFT,MANN,35.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",1625,TERTIARY EDUCATION,POST SECONDARY,50.000 - 99.999 EINW,1875,VERHEIRAT.ZUSAM.LEB.,10,DRITTE STELLE,FUENFTE STELLE,ZWEITE STELLE,VIERTE STELLE,AM WICHTIGSTEN,JA,STIMME EHER ZU,5880.0
TEILS TEILS,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,SPD,AN ALLEN 7 TAGEN,300.0,SCHLECHT,MANCHMAL,FAST NIE,FAST NIE,MANN,83.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,3250,UPPER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,3250,VERH.GETRENNT LEBEND,,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,85.0
GUT,ETWAS BESSER,SOZ.LEIST.WIE BISHER,CDU-CSU,AN 2 TAGEN,180.0,GUT,,,,MANN,42.0,POST SECONDARY,"VOLLZEIT, GANZTAGS",1600,UPPER SECONDARY,UPPER SECONDARY,2.000  -  4.999 EINW,2900,,24,,,,,,NEIN,STIMME GAR NICHT ZU,51.0
,,SOZ.LEIST.WIE BISHER,CDU-CSU,AN 5 TAGEN,120.0,SEHR GUT,NIE,OFT,OFT,FRAU,19.0,UPPER SECONDARY,NEBENHER BERUFSTAE.,KEIN EINKOMMEN,UPPER SECONDARY,TERTIARY EDUCATION,100.000 - 499.999 E.,,LEDIG,19,AM WICHTIGSTEN,FUENFTE STELLE,DRITTE STELLE,VIERTE STELLE,ZWEITE STELLE,JA,STIMME EHER ZU,54.0
,,SOZ.LEIST.AUSWEITEN,,,200.0,WENIGER GUT,NIE,MANCHMAL,MANCHMAL,MANN,75.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,1438,,,5.000  - 19.999 EINW,2375,VERHEIRAT.ZUSAM.LEB.,53,VIERTE STELLE,ZWEITE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,DRITTE STELLE,JA,STIMME VOLL ZU,
GUT,ETWAS SCHLECHTER,,,AN ALLEN 7 TAGEN,90.0,GUT,MANCHMAL,OFT,OFT,FRAU,52.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",3250,UPPER SECONDARY,UPPER SECONDARY,,3250,GESCHIEDEN,,ZWEITE STELLE,FUENFTE STELLE,DRITTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,,STIMME EHER NICHT ZU,50.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,AN ALLEN 7 TAGEN,120.0,GUT,MANCHMAL,OFT,MANCHMAL,MANN,25.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2125,TERTIARY EDUCATION,TERTIARY EDUCATION,500.000 UND MEHR E.,2125,LEDIG,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME VOLL ZU,46.0
TEILS TEILS,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,DIE LINKE,SELTENER,120.0,SEHR GUT,,,,FRAU,57.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2375,BASIC EDUCATION,UPPER SECONDARY,5.000  - 19.999 EINW,2375,GESCHIEDEN,11,,,,,,JA,STIMME VOLL ZU,37.0
,,SOZ.LEIST.WIE BISHER,DIE GRUENEN,AN 4 TAGEN,60.0,GUT,OFT,MANCHMAL,FAST NIE,MANN,44.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2875,UPPER SECONDARY,TERTIARY EDUCATION,5.000  - 19.999 EINW,5500,VERHEIRAT.ZUSAM.LEB.,2,ZWEITE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,DRITTE STELLE,JA,STIMME EHER NICHT ZU,30.0
GUT,GLEICHBLEIBEND,,,AN 6 TAGEN,270.0,GUT,,,,MANN,36.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",2600,LOWER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,,GESCHIEDEN,34,,,,,,JA,STIMME EHER ZU,30.0
TEILS TEILS,WESENTLICH BESSER,SOZ.LEIST.KUERZEN,CDU-CSU,AN 2 TAGEN,240.0,GUT,,,,FRAU,18.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",675,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,3250,LEDIG,18,,,,,,NEIN,STIMME EHER ZU,135.0
,,,CDU-CSU,AN ALLEN 7 TAGEN,180.0,ZUFRIEDENSTELLEND,OFT,FAST NIE,FAST NIE,FRAU,53.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",1313,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,3250,VERWITWET,53,ZWEITE STELLE,VIERTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,DRITTE STELLE,,STIMME VOLL ZU,45.0
GUT,ETWAS SCHLECHTER,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,AN 2 TAGEN,120.0,GUT,,,,FRAU,73.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,938,LOWER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,2625,VERHEIRAT.ZUSAM.LEB.,73,,,,,,NEIN,STIMME EHER NICHT ZU,180.0
GUT,ETWAS BESSER,SOZ.LEIST.WIE BISHER,DIE GRUENEN,AN 3 TAGEN,90.0,SEHR GUT,NIE,OFT,MANCHMAL,MANN,43.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",3500,UPPER SECONDARY,TERTIARY EDUCATION,5.000  - 19.999 EINW,5500,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,155.0
TEILS TEILS,ETWAS SCHLECHTER,,,AN 6 TAGEN,180.0,GUT,,,,FRAU,39.0,LOWER SECONDARY,"VOLLZEIT, GANZTAGS",1438,,,BIS 1.999 EINWOHNER,,LEDIG,39,,,,,,NEIN,STIMME EHER ZU,48.0
,,SOZ.LEIST.KUERZEN,AFD,AN ALLEN 7 TAGEN,120.0,WENIGER GUT,MANCHMAL,OFT,MANCHMAL,MANN,58.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",1600,UPPER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,3600,VERHEIRAT.ZUSAM.LEB.,58,ZWEITE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,DRITTE STELLE,NEIN,STIMME EHER NICHT ZU,10.0
,,SOZ.LEIST.WIE BISHER,CDU-CSU,AN 5 TAGEN,120.0,GUT,OFT,MANCHMAL,FAST NIE,FRAU,47.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",2125,UPPER SECONDARY,UPPER SECONDARY,2.000  -  4.999 EINW,5500,LEDIG,12,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,NEIN,STIMME GAR NICHT ZU,20256.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,FDP,AN ALLEN 7 TAGEN,240.0,WENIGER GUT,,,,FRAU,66.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1313,UPPER SECONDARY,UPPER SECONDARY,2.000  -  4.999 EINW,1313,VERWITWET,6,,,,,,NEIN,STIMME GAR NICHT ZU,60.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,DIE LINKE,AN ALLEN 7 TAGEN,90.0,SEHR GUT,,,,MANN,54.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2125,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,3250,VERHEIRAT.ZUSAM.LEB.,29,,,,,,NEIN,STIMME EHER ZU,15756.0
GUT,ETWAS BESSER,SOZ.LEIST.WIE BISHER,SPD,AN 2 TAGEN,30.0,GUT,OFT,MANCHMAL,MANCHMAL,FRAU,41.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1800,UPPER SECONDARY,UPPER SECONDARY,100.000 - 499.999 E.,4000,VERHEIRAT.ZUSAM.LEB.,,,,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME GAR NICHT ZU,75.0
GUT,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,210.0,ZUFRIEDENSTELLEND,,,,MANN,87.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,3250,LOWER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,4750,VERHEIRAT.ZUSAM.LEB.,43,,,,,,JA,STIMME EHER NICHT ZU,150.0
,,SOZ.LEIST.KUERZEN,CDU-CSU,AN 6 TAGEN,1080.0,ZUFRIEDENSTELLEND,MANCHMAL,MANCHMAL,MANCHMAL,MANN,73.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,4250,LOWER SECONDARY,LOWER SECONDARY,2.000  -  4.999 EINW,4750,VERHEIRAT.ZUSAM.LEB.,37,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,ZWEITE STELLE,DRITTE STELLE,JA,STIMME EHER ZU,120.0
,,,,AN 3 TAGEN,120.0,GUT,OFT,MANCHMAL,MANCHMAL,FRAU,46.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",,,,5.000  - 19.999 EINW,,VERHEIRAT.ZUSAM.LEB.,,,,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,JA,STIMME EHER NICHT ZU,35.0
,,SOZ.LEIST.KUERZEN,,AN ALLEN 7 TAGEN,210.0,ZUFRIEDENSTELLEND,OFT,MANCHMAL,FAST NIE,FRAU,53.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",938,TERTIARY EDUCATION,TERTIARY EDUCATION,2.000  -  4.999 EINW,3250,VERHEIRAT.ZUSAM.LEB.,24,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,ZWEITE STELLE,DRITTE STELLE,JA,STIMME EHER ZU,88.0
,,SOZ.LEIST.WIE BISHER,SPD,SELTENER,60.0,GUT,FAST NIE,OFT,OFT,MANN,71.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,2375,,,5.000  - 19.999 EINW,4750,VERHEIRAT.ZUSAM.LEB.,26,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,JA,STIMME VOLL ZU,2240.0
,,,CDU-CSU,AN 5 TAGEN,120.0,SEHR GUT,MANCHMAL,IMMER,OFT,FRAU,36.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2125,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,4250,LEDIG,4,DRITTE STELLE,FUENFTE STELLE,ZWEITE STELLE,VIERTE STELLE,AM WICHTIGSTEN,JA,STIMME GAR NICHT ZU,71.0
TEILS TEILS,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,AFD,AN 6 TAGEN,150.0,ZUFRIEDENSTELLEND,,,,FRAU,62.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,KEIN EINKOMMEN,LOWER SECONDARY,LOWER SECONDARY,2.000  -  4.999 EINW,1313,VERHEIRAT.ZUSAM.LEB.,43,,,,,,NEIN,STIMME GAR NICHT ZU,80.0
TEILS TEILS,ETWAS SCHLECHTER,SOZ.LEIST.KUERZEN,FDP,AN ALLEN 7 TAGEN,180.0,WENIGER GUT,OFT,FAST NIE,FAST NIE,FRAU,50.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2125,TERTIARY EDUCATION,TERTIARY EDUCATION,100.000 - 499.999 E.,6750,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,ZWEITE STELLE,AM WICHTIGSTEN,VIERTE STELLE,DRITTE STELLE,,STIMME GAR NICHT ZU,60.0
,,SOZ.LEIST.WIE BISHER,DIE LINKE,,240.0,ZUFRIEDENSTELLEND,FAST NIE,OFT,,MANN,78.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1625,UPPER SECONDARY,LOWER SECONDARY,20.000 - 49.999 EINW,1625,VERHEIRAT.ZUSAM.LEB.,,ZWEITE STELLE,,AM WICHTIGSTEN,,DRITTE STELLE,,STIMME VOLL ZU,
TEILS TEILS,ETWAS BESSER,SOZ.LEIST.WIE BISHER,,AN ALLEN 7 TAGEN,240.0,WENIGER GUT,,,,FRAU,67.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,2125,UPPER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,2125,VERWITWET,3,,,,,,NEIN,STIMME EHER NICHT ZU,55.0
SCHLECHT,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,120.0,GUT,NIE,IMMER,IMMER,FRAU,55.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",,TERTIARY EDUCATION,TERTIARY EDUCATION,5.000  - 19.999 EINW,,VERHEIRAT.ZUSAM.LEB.,,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,ZWEITE STELLE,DRITTE STELLE,,STIMME GAR NICHT ZU,64.0
TEILS TEILS,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,,AN ALLEN 7 TAGEN,120.0,ZUFRIEDENSTELLEND,MANCHMAL,MANCHMAL,FAST NIE,MANN,61.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,,LOWER SECONDARY,TERTIARY EDUCATION,500.000 UND MEHR E.,,VERH.GETRENNT LEBEND,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,38.0
GUT,GLEICHBLEIBEND,,DIE GRUENEN,SELTENER,5.0,GUT,,,,MANN,21.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",721,TERTIARY EDUCATION,TERTIARY EDUCATION,2.000  -  4.999 EINW,721,LEDIG,1,,,,,,NEIN,STIMME EHER NICHT ZU,33.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.KUERZEN,SPD,AN ALLEN 7 TAGEN,120.0,WENIGER GUT,OFT,MANCHMAL,OFT,FRAU,70.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1313,UPPER SECONDARY,TERTIARY EDUCATION,50.000 - 99.999 EINW,2375,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME VOLL ZU,66.0
GUT,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,DIE LINKE,AN ALLEN 7 TAGEN,150.0,GUT,FAST NIE,OFT,MANCHMAL,FRAU,39.0,POST SECONDARY,NICHT ERWERBSTAETIG,1313,UPPER SECONDARY,TERTIARY EDUCATION,5.000  - 19.999 EINW,3250,LEDIG,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME GAR NICHT ZU,122.0
,,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,210.0,GUT,FAST NIE,OFT,MANCHMAL,MANN,64.0,POST SECONDARY,NICHT ERWERBSTAETIG,1875,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,3750,VERHEIRAT.ZUSAM.LEB.,42,ZWEITE STELLE,VIERTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,DRITTE STELLE,JA,STIMME EHER NICHT ZU,80.0
GUT,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,300.0,WENIGER GUT,NIE,NIE,NIE,FRAU,67.0,POST SECONDARY,NICHT ERWERBSTAETIG,350,BASIC EDUCATION,BASIC EDUCATION,2.000  -  4.999 EINW,3250,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,
GUT,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,AN 6 TAGEN,180.0,SEHR GUT,,,,MANN,52.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",3500,TERTIARY EDUCATION,TERTIARY EDUCATION,5.000  - 19.999 EINW,3500,GESCHIEDEN,6,,,,,,,STIMME EHER ZU,44.0
,,SOZ.LEIST.WIE BISHER,FDP,AN ALLEN 7 TAGEN,120.0,SEHR GUT,NIE,OFT,OFT,FRAU,51.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2875,UPPER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,6750,VERHEIRAT.ZUSAM.LEB.,25,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,NEIN,STIMME EHER NICHT ZU,36.0
SEHR GUT,GLEICHBLEIBEND,,CDU-CSU,AN ALLEN 7 TAGEN,120.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,MANCHMAL,MANN,88.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,2125,LOWER SECONDARY,LOWER SECONDARY,20.000 - 49.999 EINW,4250,VERWITWET,,VIERTE STELLE,DRITTE STELLE,ZWEITE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,,STIMME GAR NICHT ZU,600.0
GUT,WESENTLICH BESSER,SOZ.LEIST.WIE BISHER,CDU-CSU,AN 3 TAGEN,120.0,ZUFRIEDENSTELLEND,,,,FRAU,46.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,2375,TERTIARY EDUCATION,TERTIARY EDUCATION,50.000 - 99.999 EINW,3250,VERH.GETRENNT LEBEND,UNTER 1 JAHR,,,,,,JA,STIMME EHER ZU,
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,,AN 2 TAGEN,120.0,WENIGER GUT,OFT,MANCHMAL,MANCHMAL,FRAU,49.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",2900,LOWER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,4000,VERHEIRAT.ZUSAM.LEB.,,,,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,40.0
